neos-1126860,emphasis_hardlp,separating_fast,default,emphasis_easycip,heuristics_fast,separating_off,presolving_aggressive,presolving_off,heuristics_aggressive,separating_aggressive,presolving_fast,heuristics_off,emphasis_feasibility,emphasis_optimality
neos-1460641,heuristics_aggressive,presolving_aggressive,presolving_fast,presolving_off,default,emphasis_feasibility,separating_fast,separating_aggressive,emphasis_optimality,separating_off,heuristics_fast,emphasis_easycip,emphasis_hardlp,heuristics_off
sing2,emphasis_feasibility,heuristics_aggressive,default,separating_fast,presolving_fast,presolving_aggressive,separating_off,presolving_off,separating_aggressive,emphasis_optimality,emphasis_hardlp,emphasis_easycip,heuristics_fast,heuristics_off
nsrand-ipx,heuristics_aggressive,separating_fast,emphasis_feasibility,default,separating_off,presolving_fast,presolving_aggressive,presolving_off,separating_aggressive,emphasis_easycip,heuristics_off,emphasis_hardlp,heuristics_fast,emphasis_optimality
transportmoment,default,presolving_off,separating_fast,separating_off,separating_aggressive,emphasis_feasibility,presolving_aggressive,heuristics_aggressive,presolving_fast,emphasis_optimality,emphasis_hardlp,heuristics_fast,emphasis_easycip,heuristics_off
dano3mip,separating_fast,presolving_aggressive,default,separating_aggressive,presolving_off,heuristics_aggressive,separating_off,emphasis_feasibility,emphasis_hardlp,presolving_fast,emphasis_easycip,heuristics_fast,emphasis_optimality,heuristics_off
neos-796608,separating_aggressive,heuristics_aggressive,default,separating_fast,presolving_fast,presolving_aggressive,heuristics_fast,emphasis_easycip,emphasis_feasibility,heuristics_off,separating_off,emphasis_hardlp,presolving_off,emphasis_optimality
neos-547911,emphasis_feasibility,separating_fast,presolving_aggressive,default,separating_aggressive,heuristics_aggressive,presolving_fast,heuristics_fast,presolving_off,separating_off,heuristics_off,emphasis_hardlp,emphasis_easycip,emphasis_optimality
neos-1603518,separating_aggressive,default,emphasis_feasibility,heuristics_aggressive,presolving_fast,presolving_aggressive,emphasis_easycip,emphasis_hardlp,heuristics_fast,presolving_off,emphasis_optimality,separating_fast,separating_off,heuristics_off
set3-15,heuristics_aggressive,default,emphasis_feasibility,presolving_aggressive,presolving_fast,separating_fast,separating_aggressive,presolving_off,emphasis_easycip,separating_off,heuristics_fast,emphasis_hardlp,emphasis_optimality,heuristics_off
neos-803220,presolving_aggressive,heuristics_aggressive,separating_off,emphasis_feasibility,default,separating_fast,presolving_fast,separating_aggressive,emphasis_hardlp,presolving_off,emphasis_optimality,heuristics_fast,emphasis_easycip,heuristics_off
bley_xl1,emphasis_feasibility,default,heuristics_aggressive,separating_fast,presolving_fast,presolving_off,separating_off,heuristics_off,emphasis_hardlp,presolving_aggressive,emphasis_easycip,separating_aggressive,heuristics_fast,emphasis_optimality
pw-myciel4,separating_aggressive,presolving_fast,presolving_aggressive,emphasis_feasibility,heuristics_fast,heuristics_aggressive,separating_off,emphasis_easycip,default,separating_fast,emphasis_hardlp,presolving_off,heuristics_off,emphasis_optimality
ds,separating_aggressive,heuristics_aggressive,separating_fast,emphasis_feasibility,default,emphasis_optimality,presolving_fast,presolving_aggressive,separating_off,presolving_off,heuristics_fast,emphasis_hardlp,emphasis_easycip,heuristics_off
neos-785899,emphasis_feasibility,separating_aggressive,heuristics_fast,presolving_aggressive,heuristics_aggressive,separating_off,emphasis_hardlp,default,emphasis_easycip,separating_fast,heuristics_off,presolving_fast,presolving_off,emphasis_optimality
bg512142,presolving_aggressive,heuristics_aggressive,separating_fast,presolving_off,separating_aggressive,presolving_fast,default,emphasis_hardlp,emphasis_optimality,heuristics_fast,emphasis_feasibility,heuristics_off,emphasis_easycip,separating_off
neos-633273,default,heuristics_aggressive,separating_off,separating_aggressive,emphasis_feasibility,heuristics_fast,separating_fast,presolving_fast,presolving_aggressive,emphasis_optimality,emphasis_hardlp,emphasis_easycip,heuristics_off,presolving_off
neos-501474,default,separating_aggressive,presolving_fast,presolving_aggressive,heuristics_fast,emphasis_easycip,separating_fast,emphasis_hardlp,heuristics_aggressive,separating_off,emphasis_feasibility,presolving_off,emphasis_optimality,heuristics_off
csched010,default,heuristics_aggressive,emphasis_feasibility,separating_fast,presolving_aggressive,separating_aggressive,separating_off,presolving_off,emphasis_optimality,emphasis_easycip,heuristics_fast,presolving_fast,emphasis_hardlp,heuristics_off
neos-619167,heuristics_aggressive,emphasis_feasibility,separating_off,presolving_off,separating_fast,default,emphasis_hardlp,presolving_aggressive,presolving_fast,separating_aggressive,heuristics_fast,emphasis_easycip,emphasis_optimality,heuristics_off
neos-803219,presolving_aggressive,heuristics_aggressive,separating_off,emphasis_feasibility,default,separating_fast,presolving_fast,separating_aggressive,emphasis_hardlp,presolving_off,emphasis_optimality,heuristics_fast,emphasis_easycip,heuristics_off
dsbmip,presolving_aggressive,emphasis_feasibility,heuristics_aggressive,presolving_off,default,separating_fast,separating_off,emphasis_optimality,separating_aggressive,presolving_fast,emphasis_easycip,heuristics_fast,emphasis_hardlp,heuristics_off
air04,presolving_aggressive,separating_aggressive,emphasis_feasibility,heuristics_aggressive,default,presolving_off,emphasis_easycip,heuristics_fast,presolving_fast,separating_fast,heuristics_off,separating_off,emphasis_hardlp,emphasis_optimality
disctom,heuristics_aggressive,separating_fast,presolving_aggressive,default,presolving_off,separating_aggressive,emphasis_easycip,separating_off,presolving_fast,emphasis_feasibility,heuristics_fast,emphasis_hardlp,emphasis_optimality,heuristics_off
neos16,heuristics_aggressive,separating_aggressive,emphasis_feasibility,default,separating_off,emphasis_optimality,presolving_fast,separating_fast,presolving_aggressive,presolving_off,emphasis_easycip,emphasis_hardlp,heuristics_fast,heuristics_off
neos-1067731,presolving_aggressive,presolving_off,separating_aggressive,heuristics_fast,separating_off,presolving_fast,separating_fast,heuristics_aggressive,emphasis_hardlp,default,emphasis_easycip,emphasis_feasibility,emphasis_optimality,heuristics_off
methanosarcina,default,presolving_aggressive,separating_off,heuristics_aggressive,separating_fast,presolving_fast,heuristics_fast,separating_aggressive,presolving_off,emphasis_feasibility,emphasis_easycip,emphasis_hardlp,emphasis_optimality,heuristics_off
rocII-9-11,emphasis_feasibility,heuristics_aggressive,presolving_fast,separating_off,separating_fast,presolving_aggressive,default,emphasis_hardlp,separating_aggressive,presolving_off,emphasis_easycip,heuristics_off,emphasis_optimality,heuristics_fast
50v-10,presolving_aggressive,separating_aggressive,heuristics_aggressive,default,heuristics_fast,presolving_fast,presolving_off,separating_fast,emphasis_hardlp,emphasis_optimality,heuristics_off,emphasis_easycip,emphasis_feasibility,separating_off
pb-simp-nonunif,presolving_fast,presolving_off,emphasis_feasibility,separating_aggressive,separating_fast,heuristics_aggressive,separating_off,emphasis_easycip,emphasis_hardlp,default,heuristics_fast,presolving_aggressive,emphasis_optimality,heuristics_off
neos-1445755,separating_fast,emphasis_feasibility,separating_off,heuristics_fast,heuristics_aggressive,separating_aggressive,default,heuristics_off,emphasis_optimality,presolving_fast,presolving_off,emphasis_easycip,emphasis_hardlp,presolving_aggressive
stein27,default,heuristics_fast,presolving_aggressive,emphasis_optimality,presolving_off,separating_fast,separating_aggressive,presolving_fast,emphasis_hardlp,emphasis_feasibility,separating_off,heuristics_aggressive,heuristics_off,emphasis_easycip
neos-512201,separating_fast,heuristics_aggressive,presolving_aggressive,separating_aggressive,presolving_fast,emphasis_hardlp,default,heuristics_fast,emphasis_easycip,presolving_off,separating_off,emphasis_feasibility,heuristics_off,emphasis_optimality
neos-930752,default,presolving_off,heuristics_aggressive,separating_off,presolving_aggressive,separating_aggressive,separating_fast,presolving_fast,emphasis_feasibility,emphasis_easycip,emphasis_hardlp,emphasis_optimality,heuristics_fast,heuristics_off
neos-829552,presolving_aggressive,default,presolving_off,presolving_fast,heuristics_aggressive,emphasis_feasibility,separating_off,separating_fast,separating_aggressive,emphasis_optimality,emphasis_easycip,emphasis_hardlp,heuristics_fast,heuristics_off
qiu,presolving_fast,default,presolving_aggressive,separating_fast,heuristics_aggressive,emphasis_feasibility,presolving_off,heuristics_fast,emphasis_easycip,separating_aggressive,separating_off,emphasis_optimality,emphasis_hardlp,heuristics_off
manna81,heuristics_aggressive,heuristics_fast,separating_fast,presolving_aggressive,default,emphasis_hardlp,presolving_off,separating_aggressive,emphasis_easycip,separating_off,presolving_fast,emphasis_feasibility,heuristics_off,emphasis_optimality
neos-957389,emphasis_feasibility,heuristics_aggressive,separating_off,separating_fast,separating_aggressive,presolving_fast,emphasis_easycip,emphasis_hardlp,presolving_aggressive,default,presolving_off,emphasis_optimality,heuristics_fast,heuristics_off
neos-631517,heuristics_aggressive,default,presolving_aggressive,presolving_fast,separating_aggressive,presolving_off,emphasis_optimality,heuristics_fast,emphasis_hardlp,separating_fast,emphasis_feasibility,emphasis_easycip,separating_off,heuristics_off
ns1853823,emphasis_hardlp,presolving_fast,heuristics_aggressive,emphasis_feasibility,separating_fast,presolving_off,presolving_aggressive,emphasis_easycip,default,heuristics_fast,separating_off,separating_aggressive,emphasis_optimality,heuristics_off
neos-565815,heuristics_fast,emphasis_hardlp,presolving_fast,default,emphasis_easycip,emphasis_feasibility,heuristics_aggressive,separating_aggressive,presolving_aggressive,separating_fast,presolving_off,separating_off,heuristics_off,emphasis_optimality
uct-subprob,presolving_aggressive,emphasis_feasibility,presolving_off,emphasis_easycip,heuristics_aggressive,heuristics_fast,default,presolving_fast,separating_aggressive,separating_off,heuristics_off,separating_fast,emphasis_hardlp,emphasis_optimality
bc1,emphasis_feasibility,separating_off,heuristics_aggressive,emphasis_optimality,separating_fast,default,presolving_aggressive,presolving_fast,separating_aggressive,presolving_off,emphasis_easycip,heuristics_off,emphasis_hardlp,heuristics_fast
janos-us-DDM,default,heuristics_aggressive,separating_fast,separating_aggressive,heuristics_fast,emphasis_optimality,presolving_off,presolving_aggressive,presolving_fast,separating_off,emphasis_feasibility,emphasis_hardlp,emphasis_easycip,heuristics_off
neos-738098,emphasis_feasibility,heuristics_aggressive,separating_off,presolving_fast,separating_fast,presolving_off,separating_aggressive,default,emphasis_hardlp,emphasis_easycip,presolving_aggressive,heuristics_fast,emphasis_optimality,heuristics_off
neos-612143,heuristics_aggressive,presolving_aggressive,default,presolving_fast,separating_aggressive,presolving_off,separating_fast,emphasis_hardlp,heuristics_fast,emphasis_optimality,emphasis_easycip,heuristics_off,separating_off,emphasis_feasibility
nug08,separating_aggressive,presolving_fast,presolving_aggressive,default,heuristics_aggressive,separating_fast,heuristics_fast,presolving_off,emphasis_feasibility,emphasis_easycip,emphasis_hardlp,emphasis_optimality,separating_off,heuristics_off
neos-1593097,emphasis_feasibility,heuristics_aggressive,default,separating_fast,heuristics_fast,separating_off,presolving_aggressive,separating_aggressive,presolving_fast,presolving_off,emphasis_easycip,emphasis_hardlp,emphasis_optimality,heuristics_off
ex1010-pi,default,emphasis_feasibility,presolving_aggressive,presolving_off,separating_fast,separating_aggressive,separating_off,heuristics_aggressive,presolving_fast,heuristics_fast,emphasis_easycip,emphasis_hardlp,emphasis_optimality,heuristics_off
neos-885086,emphasis_feasibility,presolving_off,default,presolving_fast,separating_off,separating_fast,heuristics_aggressive,presolving_aggressive,emphasis_easycip,separating_aggressive,emphasis_hardlp,heuristics_fast,emphasis_optimality,heuristics_off
gesa2,default,separating_fast,presolving_aggressive,separating_aggressive,presolving_fast,heuristics_aggressive,presolving_off,heuristics_fast,emphasis_feasibility,separating_off,emphasis_optimality,emphasis_easycip,emphasis_hardlp,heuristics_off
lectsched-1-obj,separating_fast,emphasis_feasibility,heuristics_aggressive,separating_off,default,presolving_aggressive,heuristics_fast,presolving_fast,presolving_off,emphasis_hardlp,separating_aggressive,emphasis_easycip,heuristics_off,emphasis_optimality
neos-582605,default,heuristics_aggressive,presolving_fast,emphasis_feasibility,presolving_aggressive,separating_fast,separating_aggressive,separating_off,presolving_off,emphasis_optimality,emphasis_easycip,heuristics_fast,emphasis_hardlp,heuristics_off
neos-555343,separating_fast,emphasis_feasibility,default,presolving_aggressive,emphasis_hardlp,heuristics_aggressive,separating_aggressive,presolving_fast,emphasis_easycip,separating_off,presolving_off,heuristics_fast,emphasis_optimality,heuristics_off
neos-848198,heuristics_aggressive,presolving_aggressive,default,presolving_off,separating_fast,presolving_fast,separating_aggressive,emphasis_hardlp,heuristics_fast,emphasis_feasibility,separating_off,emphasis_easycip,emphasis_optimality,heuristics_off
neos-1420546,separating_fast,emphasis_feasibility,default,separating_aggressive,heuristics_aggressive,presolving_fast,presolving_off,presolving_aggressive,separating_off,emphasis_easycip,heuristics_fast,emphasis_hardlp,emphasis_optimality,heuristics_off
opm2-z7-s2,presolving_fast,separating_fast,emphasis_feasibility,emphasis_hardlp,presolving_off,separating_off,default,heuristics_aggressive,presolving_aggressive,emphasis_easycip,separating_aggressive,heuristics_fast,heuristics_off,emphasis_optimality
noswot,presolving_fast,presolving_aggressive,default,emphasis_easycip,separating_fast,heuristics_aggressive,separating_aggressive,heuristics_fast,separating_off,emphasis_feasibility,presolving_off,emphasis_hardlp,emphasis_optimality,heuristics_off
fiber,default,separating_aggressive,heuristics_aggressive,separating_fast,presolving_fast,emphasis_optimality,emphasis_feasibility,presolving_aggressive,presolving_off,emphasis_hardlp,heuristics_fast,emphasis_easycip,separating_off,heuristics_off
qap10,separating_aggressive,separating_fast,presolving_aggressive,default,presolving_fast,heuristics_aggressive,presolving_off,heuristics_fast,emphasis_easycip,heuristics_off,emphasis_feasibility,separating_off,emphasis_optimality,emphasis_hardlp
p0033,separating_off,separating_fast,presolving_fast,default,emphasis_feasibility,presolving_aggressive,heuristics_fast,heuristics_aggressive,separating_aggressive,emphasis_hardlp,emphasis_optimality,presolving_off,heuristics_off,emphasis_easycip
neos-1460265,emphasis_feasibility,separating_aggressive,presolving_fast,heuristics_aggressive,emphasis_optimality,presolving_aggressive,separating_fast,separating_off,presolving_off,default,emphasis_easycip,emphasis_hardlp,heuristics_fast,heuristics_off
neos-1464762,emphasis_feasibility,heuristics_aggressive,presolving_fast,presolving_aggressive,separating_off,separating_aggressive,default,presolving_off,separating_fast,emphasis_optimality,emphasis_easycip,heuristics_fast,emphasis_hardlp,heuristics_off
acc-tight5,emphasis_feasibility,separating_aggressive,separating_fast,heuristics_fast,presolving_fast,emphasis_hardlp,heuristics_aggressive,emphasis_easycip,default,presolving_aggressive,separating_off,presolving_off,heuristics_off,emphasis_optimality
neos-941782,presolving_fast,separating_aggressive,default,heuristics_aggressive,emphasis_hardlp,emphasis_easycip,presolving_aggressive,emphasis_feasibility,separating_fast,presolving_off,heuristics_fast,separating_off,heuristics_off,emphasis_optimality
neos-555771,emphasis_feasibility,heuristics_aggressive,default,presolving_aggressive,separating_fast,heuristics_fast,separating_aggressive,separating_off,presolving_fast,emphasis_hardlp,emphasis_optimality,presolving_off,emphasis_easycip,heuristics_off
egout,separating_fast,separating_off,emphasis_feasibility,default,emphasis_hardlp,separating_aggressive,emphasis_easycip,heuristics_fast,heuristics_aggressive,presolving_fast,emphasis_optimality,heuristics_off,presolving_aggressive,presolving_off
neos-954925,presolving_fast,separating_fast,default,presolving_aggressive,separating_aggressive,emphasis_easycip,heuristics_aggressive,emphasis_optimality,heuristics_fast,separating_off,presolving_off,emphasis_hardlp,emphasis_feasibility,heuristics_off
neos-584146,default,separating_fast,separating_aggressive,presolving_fast,emphasis_easycip,separating_off,heuristics_aggressive,presolving_aggressive,presolving_off,emphasis_feasibility,emphasis_optimality,heuristics_fast,emphasis_hardlp,heuristics_off
uc-case11,emphasis_feasibility,presolving_fast,default,separating_fast,heuristics_aggressive,separating_off,presolving_aggressive,presolving_off,separating_aggressive,emphasis_easycip,heuristics_fast,emphasis_hardlp,emphasis_optimality,heuristics_off
newdano,heuristics_fast,emphasis_hardlp,separating_off,presolving_fast,emphasis_easycip,emphasis_feasibility,default,separating_fast,presolving_aggressive,heuristics_aggressive,separating_aggressive,heuristics_off,emphasis_optimality,presolving_off
neos-892255,presolving_fast,separating_fast,default,separating_off,presolving_aggressive,separating_aggressive,emphasis_feasibility,heuristics_aggressive,presolving_off,emphasis_optimality,emphasis_hardlp,emphasis_easycip,heuristics_fast,heuristics_off
neos-933550,heuristics_aggressive,presolving_fast,emphasis_easycip,separating_fast,emphasis_feasibility,separating_aggressive,presolving_aggressive,heuristics_fast,default,emphasis_hardlp,heuristics_off,emphasis_optimality,presolving_off,separating_off
prod2,presolving_fast,default,emphasis_feasibility,heuristics_aggressive,separating_aggressive,separating_fast,presolving_off,emphasis_hardlp,heuristics_fast,presolving_aggressive,separating_off,emphasis_optimality,emphasis_easycip,heuristics_off
ivu06-big,emphasis_feasibility,presolving_off,heuristics_aggressive,separating_fast,emphasis_easycip,separating_off,default,presolving_aggressive,emphasis_hardlp,separating_aggressive,presolving_fast,heuristics_fast,heuristics_off,emphasis_optimality
neos-808072,separating_fast,emphasis_feasibility,separating_aggressive,heuristics_aggressive,separating_off,default,presolving_aggressive,presolving_fast,heuristics_fast,emphasis_hardlp,emphasis_optimality,heuristics_off,emphasis_easycip,presolving_off
ns1688347,emphasis_feasibility,emphasis_hardlp,default,presolving_aggressive,separating_aggressive,separating_fast,presolving_fast,emphasis_optimality,heuristics_aggressive,separating_off,emphasis_easycip,heuristics_fast,presolving_off,heuristics_off
neos-948268,presolving_aggressive,presolving_off,default,separating_fast,heuristics_aggressive,separating_aggressive,presolving_fast,separating_off,heuristics_fast,emphasis_feasibility,emphasis_easycip,emphasis_hardlp,emphasis_optimality,heuristics_off
rocII-7-11,emphasis_feasibility,presolving_fast,separating_off,heuristics_aggressive,separating_aggressive,separating_fast,default,emphasis_hardlp,presolving_aggressive,emphasis_easycip,presolving_off,heuristics_fast,heuristics_off,emphasis_optimality
dolom1,presolving_off,default,separating_fast,separating_off,separating_aggressive,heuristics_aggressive,presolving_fast,emphasis_feasibility,presolving_aggressive,emphasis_optimality,emphasis_easycip,emphasis_hardlp,heuristics_fast,heuristics_off
Test3,separating_off,separating_fast,separating_aggressive,emphasis_feasibility,presolving_fast,heuristics_fast,emphasis_hardlp,emphasis_optimality,default,presolving_aggressive,emphasis_easycip,presolving_off,heuristics_aggressive,heuristics_off
neos-825075,emphasis_feasibility,default,heuristics_aggressive,separating_fast,heuristics_fast,presolving_aggressive,presolving_fast,emphasis_easycip,separating_aggressive,separating_off,heuristics_off,presolving_off,emphasis_hardlp,emphasis_optimality
qnet1_o,presolving_fast,heuristics_aggressive,default,separating_fast,presolving_aggressive,presolving_off,separating_aggressive,emphasis_feasibility,separating_off,emphasis_optimality,heuristics_fast,emphasis_hardlp,emphasis_easycip,heuristics_off
neos-827175,default,presolving_fast,presolving_aggressive,emphasis_feasibility,heuristics_aggressive,separating_off,separating_fast,separating_aggressive,presolving_off,emphasis_easycip,emphasis_hardlp,emphasis_optimality,heuristics_fast,heuristics_off
neos-1337489,heuristics_aggressive,default,separating_fast,presolving_aggressive,presolving_fast,emphasis_feasibility,separating_aggressive,separating_off,heuristics_fast,emphasis_easycip,emphasis_hardlp,presolving_off,emphasis_optimality,heuristics_off
neos-827015,default,separating_fast,presolving_aggressive,presolving_off,heuristics_aggressive,separating_off,presolving_fast,separating_aggressive,emphasis_feasibility,heuristics_fast,emphasis_easycip,emphasis_hardlp,emphasis_optimality,heuristics_off
neos-1367061,emphasis_feasibility,presolving_aggressive,presolving_fast,separating_fast,default,emphasis_easycip,presolving_off,heuristics_aggressive,separating_off,emphasis_hardlp,separating_aggressive,heuristics_fast,emphasis_optimality,heuristics_off
neos-631694,emphasis_feasibility,presolving_aggressive,heuristics_aggressive,presolving_fast,separating_fast,default,presolving_off,separating_off,emphasis_easycip,separating_aggressive,emphasis_hardlp,heuristics_fast,heuristics_off,emphasis_optimality
neos-1429212,default,emphasis_feasibility,heuristics_aggressive,separating_fast,presolving_fast,separating_off,presolving_aggressive,separating_aggressive,presolving_off,heuristics_fast,emphasis_optimality,emphasis_easycip,emphasis_hardlp,heuristics_off
set3-10,heuristics_aggressive,default,emphasis_feasibility,presolving_aggressive,presolving_fast,separating_fast,separating_aggressive,presolving_off,emphasis_easycip,separating_off,heuristics_fast,emphasis_hardlp,emphasis_optimality,heuristics_off
harp2,default,presolving_aggressive,heuristics_aggressive,presolving_fast,emphasis_feasibility,presolving_off,separating_aggressive,separating_fast,emphasis_hardlp,heuristics_fast,emphasis_optimality,separating_off,emphasis_easycip,heuristics_off
neos-941313,heuristics_aggressive,separating_fast,default,presolving_fast,separating_off,emphasis_feasibility,presolving_aggressive,presolving_off,emphasis_optimality,heuristics_fast,separating_aggressive,emphasis_easycip,emphasis_hardlp,heuristics_off
bnatt350,separating_off,emphasis_hardlp,presolving_off,separating_fast,presolving_fast,heuristics_aggressive,presolving_aggressive,heuristics_fast,default,emphasis_feasibility,emphasis_easycip,separating_aggressive,emphasis_optimality,heuristics_off
nb10tb,presolving_off,emphasis_hardlp,default,separating_fast,presolving_aggressive,emphasis_easycip,presolving_fast,emphasis_feasibility,heuristics_aggressive,separating_off,separating_aggressive,heuristics_fast,emphasis_optimality,heuristics_off
stp3d,emphasis_easycip,presolving_fast,emphasis_hardlp,separating_aggressive,separating_off,presolving_off,heuristics_off,default,emphasis_feasibility,separating_fast,heuristics_aggressive,heuristics_fast,emphasis_optimality,presolving_aggressive
neos-957270,emphasis_feasibility,separating_aggressive,heuristics_aggressive,separating_off,default,heuristics_fast,separating_fast,emphasis_optimality,emphasis_easycip,presolving_off,emphasis_hardlp,presolving_aggressive,heuristics_off,presolving_fast
t1717,heuristics_aggressive,emphasis_feasibility,separating_aggressive,default,separating_fast,separating_off,presolving_aggressive,heuristics_fast,emphasis_optimality,presolving_off,presolving_fast,emphasis_hardlp,emphasis_easycip,heuristics_off
ex9,default,separating_off,separating_fast,emphasis_feasibility,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_fast,separating_aggressive,emphasis_easycip,emphasis_hardlp,presolving_off,emphasis_optimality,presolving_aggressive
n3700,presolving_aggressive,separating_aggressive,emphasis_hardlp,default,emphasis_optimality,emphasis_feasibility,heuristics_fast,heuristics_aggressive,separating_off,separating_fast,presolving_off,emphasis_easycip,presolving_fast,heuristics_off
gen,default,heuristics_aggressive,separating_fast,separating_aggressive,emphasis_feasibility,presolving_aggressive,presolving_fast,presolving_off,heuristics_fast,emphasis_easycip,emphasis_optimality,separating_off,heuristics_off,emphasis_hardlp
neos-1413153,separating_off,separating_fast,default,emphasis_feasibility,heuristics_fast,emphasis_easycip,emphasis_hardlp,separating_aggressive,heuristics_aggressive,presolving_fast,presolving_off,presolving_aggressive,emphasis_optimality,heuristics_off
sp97ar,separating_fast,default,emphasis_feasibility,presolving_fast,separating_off,emphasis_easycip,heuristics_aggressive,emphasis_hardlp,presolving_off,presolving_aggressive,heuristics_fast,separating_aggressive,emphasis_optimality,heuristics_off
neos-881765,presolving_fast,heuristics_fast,separating_aggressive,presolving_aggressive,default,heuristics_aggressive,heuristics_off,separating_fast,emphasis_easycip,presolving_off,emphasis_feasibility,separating_off,emphasis_hardlp,emphasis_optimality
neos-1330635,separating_fast,emphasis_feasibility,emphasis_optimality,emphasis_hardlp,separating_aggressive,heuristics_aggressive,emphasis_easycip,default,separating_off,presolving_aggressive,heuristics_fast,presolving_fast,presolving_off,heuristics_off
neos-831188,separating_aggressive,heuristics_fast,presolving_aggressive,presolving_fast,emphasis_hardlp,emphasis_easycip,default,presolving_off,separating_fast,heuristics_aggressive,separating_off,emphasis_feasibility,emphasis_optimality,heuristics_off
markshare2,presolving_off,presolving_aggressive,heuristics_off,emphasis_easycip,separating_off,separating_aggressive,separating_fast,heuristics_fast,emphasis_hardlp,presolving_fast,emphasis_optimality,emphasis_feasibility,heuristics_aggressive,default
splan1,presolving_fast,heuristics_aggressive,emphasis_hardlp,presolving_off,separating_aggressive,emphasis_easycip,default,separating_fast,heuristics_fast,emphasis_feasibility,separating_off,emphasis_optimality,presolving_aggressive,heuristics_off
neos-548251,separating_off,heuristics_aggressive,default,separating_fast,emphasis_feasibility,presolving_fast,presolving_off,presolving_aggressive,separating_aggressive,emphasis_easycip,emphasis_optimality,emphasis_hardlp,heuristics_fast,heuristics_off
n3div36,emphasis_feasibility,presolving_aggressive,heuristics_aggressive,separating_fast,default,presolving_fast,separating_off,presolving_off,separating_aggressive,heuristics_fast,emphasis_easycip,emphasis_optimality,emphasis_hardlp,heuristics_off
rococoC12-111000,separating_off,emphasis_feasibility,separating_fast,default,heuristics_aggressive,presolving_fast,separating_aggressive,presolving_aggressive,presolving_off,heuristics_fast,emphasis_hardlp,emphasis_optimality,emphasis_easycip,heuristics_off
neos-691073,emphasis_feasibility,separating_off,presolving_aggressive,separating_fast,heuristics_aggressive,default,separating_aggressive,presolving_off,presolving_fast,emphasis_optimality,emphasis_easycip,emphasis_hardlp,heuristics_fast,heuristics_off
neos-1200887,separating_fast,default,presolving_fast,presolving_aggressive,heuristics_aggressive,emphasis_hardlp,separating_aggressive,emphasis_easycip,heuristics_fast,emphasis_feasibility,emphasis_optimality,heuristics_off,separating_off,presolving_off
